index,lastName,givenName,year,location,citation,acmFellowProfile,dblpProfile,googleScholarProfile,affiliation,acmInterests,authorID,citation_histogram,citations,coauthors,hindex,i10index,imageLink,interests
227,Cardie,Claire,2019,USA,"For contributions to natural language processing, including coreference resolution,  information and opinion extraction",https://awards.acm.org/award-recipients/cardie_4215893,https://dblp.org/pid/c/ClaireCardie,https://scholar.google.com/citations?user=ex9BQiIAAAAJ,"Professor of Computer Science, Cornell University",natural language processing information extraction opinion extraction argument mining,ex9BQiIAAAAJ,"[('1997', '86'), ('1998', '100'), ('1999', '145'), ('2000', '176'), ('2001', '151'), ('2002', '184'), ('2003', '274'), ('2004', '373'), ('2005', '486'), ('2006', '514'), ('2007', '580'), ('2008', '698'), ('2009', '786'), ('2010', '983'), ('2011', '950'), ('2012', '1105'), ('2013', '1218'), ('2014', '1339'), ('2015', '1663'), ('2016', '1919'), ('2017', '1913'), ('2018', '2080'), ('2019', '2488'), ('2020', '2512'), ('2021', '2685'), ('2022', '2937'), ('2023', '2282')]",31173.0,,81.0,178.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ex9BQiIAAAAJ&citpid=3,"['natural language processing', 'information extraction', 'opinion extraction', 'argument mining']"
228,Whitley,Darrell,2019,USA,For technical and professional leadership in the field of genetic and evolutionary computation,https://awards.acm.org/award-recipients/whitley_0163816,https://dblp.org/pid/w/LDarrellWhitley,https://scholar.google.com/citations?user=0VzUxIcAAAAJ,"Professor of Computer Science,  Colorado State University",Artificial Intelligence Local Search Evolutionary Computation Neural Networks,0VzUxIcAAAAJ,"[('1991', '102'), ('1992', '200'), ('1993', '385'), ('1994', '674'), ('1995', '650'), ('1996', '659'), ('1997', '685'), ('1998', '678'), ('1999', '717'), ('2000', '739'), ('2001', '694'), ('2002', '833'), ('2003', '842'), ('2004', '972'), ('2005', '1094'), ('2006', '1128'), ('2007', '1114'), ('2008', '1091'), ('2009', '1097'), ('2010', '1125'), ('2011', '1104'), ('2012', '1086'), ('2013', '1148'), ('2014', '1118'), ('2015', '1145'), ('2016', '1182'), ('2017', '1094'), ('2018', '1210'), ('2019', '1372'), ('2020', '1255'), ('2021', '1409'), ('2022', '1350'), ('2023', '930')]",31437.0,,71.0,209.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0VzUxIcAAAAJ&citpid=3,"['Artificial Intelligence', 'Local Search', 'Evolutionary Computation', 'Neural Networks']"
229,Song,Dawn,2019,USA,For contributions to security and privacy,https://awards.acm.org/award-recipients/song_ND94565,https://dblp.org/pid/s/DXSong,https://scholar.google.com/citations?user=84WzBlYAAAAJ,"Professor of Computer Science, UC Berkeley",Computer Security and Privacy,84WzBlYAAAAJ,"[('2002', '248'), ('2003', '486'), ('2004', '729'), ('2005', '1344'), ('2006', '1776'), ('2007', '2129'), ('2008', '2418'), ('2009', '2365'), ('2010', '2546'), ('2011', '2839'), ('2012', '3220'), ('2013', '3953'), ('2014', '4420'), ('2015', '4690'), ('2016', '5037'), ('2017', '4929'), ('2018', '5717'), ('2019', '6529'), ('2020', '8255'), ('2021', '9696'), ('2022', '11799'), ('2023', '10474')]",96947.0,,140.0,356.0,/citations/images/avatar_scholar_128.png,['Computer Security and Privacy']
230,Calvanese,Diego,2019,Italy,For contributions to description logics and their applications in data management and software engineering,https://awards.acm.org/award-recipients/calvanese_0397786,https://dblp.org/pid/c/DiegoCalvanese,https://scholar.google.com/citations?user=We0kRfEAAAAJ,"Prof. of Computer Science, KRDB, Free Univ. of Bozen-Bolzano; Wallenberg Visiting Prof …",Artificial intelligence Data Management Knowledge Representation Description Logics Verification,We0kRfEAAAAJ,"[('1999', '178'), ('2000', '240'), ('2001', '392'), ('2002', '419'), ('2003', '611'), ('2004', '928'), ('2005', '1355'), ('2006', '1649'), ('2007', '1961'), ('2008', '2104'), ('2009', '2075'), ('2010', '2201'), ('2011', '1937'), ('2012', '2187'), ('2013', '2191'), ('2014', '2158'), ('2015', '1816'), ('2016', '1926'), ('2017', '1651'), ('2018', '1590'), ('2019', '1670'), ('2020', '1489'), ('2021', '1339'), ('2022', '1460'), ('2023', '833')]",37020.0,,76.0,268.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=We0kRfEAAAAJ&citpid=9,"['Artificial intelligence', 'Data Management', 'Knowledge Representation', 'Description Logics', 'Verification']"
232,Frincke,Deborah,2019,USA,"For contributions in education, the practice of research, and the leadership of cybersecurity",https://awards.acm.org/award-recipients/frincke_3189248,https://dblp.org/pid/01/2316,https://scholar.google.com/citations?user=LO7ZkPgAAAAJ,"Associate Laboratory Director Sandia National Laboratories, head of National Security …",cyber analytics AI quantum critical infrastructure,LO7ZkPgAAAAJ,"[('1999', '9'), ('2000', '16'), ('2001', '38'), ('2002', '52'), ('2003', '57'), ('2004', '107'), ('2005', '121'), ('2006', '131'), ('2007', '141'), ('2008', '115'), ('2009', '121'), ('2010', '169'), ('2011', '182'), ('2012', '213'), ('2013', '239'), ('2014', '234'), ('2015', '239'), ('2016', '219'), ('2017', '190'), ('2018', '177'), ('2019', '186'), ('2020', '131'), ('2021', '117'), ('2022', '114'), ('2023', '95')]",3527.0,,27.0,60.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LO7ZkPgAAAAJ&citpid=10,"['cyber', 'analytics', 'AI', 'quantum', 'critical infrastructure']"
233,Balazinska,Magdalena,2019,USA,For contributions to scalable distributed data systems,https://awards.acm.org/award-recipients/balazinska_1316264,https://dblp.org/pid/b/MagdalenaBalazinska,https://scholar.google.com/citations?user=DDxFvcIAAAAJ,University of Washington,Databases data science cloud computing parallel and distributed systems streams,DDxFvcIAAAAJ,"[('2003', '97'), ('2004', '194'), ('2005', '282'), ('2006', '395'), ('2007', '467'), ('2008', '539'), ('2009', '602'), ('2010', '668'), ('2011', '865'), ('2012', '947'), ('2013', '1185'), ('2014', '1212'), ('2015', '1274'), ('2016', '1310'), ('2017', '1225'), ('2018', '1377'), ('2019', '1063'), ('2020', '962'), ('2021', '848'), ('2022', '743'), ('2023', '511')]",17217.0,,63.0,118.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DDxFvcIAAAAJ&citpid=3,"['Databases', 'data science', 'cloud computing', 'parallel and distributed systems', 'streams']"
234,Boisvert,Ronald F,2019,USA,For contributions to mathematical software and service to the profession,https://awards.acm.org/award-recipients/boisvert_1461136,https://dblp.org/pid/83/1418,https://scholar.google.com/citations?user=ctI1jBAAAAAJ,"Chief, Applied and Computational Mathematics Division, National Institute of Standards and",Numerical Analysis Computational Science Mathematical Software,ctI1jBAAAAAJ,"[('1986', '41'), ('1987', '56'), ('1988', '61'), ('1989', '79'), ('1990', '75'), ('1991', '50'), ('1992', '98'), ('1993', '67'), ('1994', '63'), ('1995', '87'), ('1996', '67'), ('1997', '83'), ('1998', '75'), ('1999', '77'), ('2000', '108'), ('2001', '87'), ('2002', '112'), ('2003', '80'), ('2004', '96'), ('2005', '83'), ('2006', '77'), ('2007', '100'), ('2008', '93'), ('2009', '113'), ('2010', '128'), ('2011', '225'), ('2012', '404'), ('2013', '513'), ('2014', '693'), ('2015', '767'), ('2016', '907'), ('2017', '850'), ('2018', '926'), ('2019', '921'), ('2020', '923'), ('2021', '1076'), ('2022', '1055'), ('2023', '846')]",12424.0,,32.0,51.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ctI1jBAAAAAJ&citpid=2,"['Numerical Analysis', 'Computational Science', 'Mathematical Software']"
235,Aaronson,Scott J,2019,USA,For contributions to quantum computing and computational complexity,https://awards.acm.org/award-recipients/aaronson_9555914,,https://scholar.google.com/citations?user=EYv2BNQAAAAJ,"David J. Bruton Centennial Professor of Computer Science, University of Texas at Austin",Quantum computing computational complexity,EYv2BNQAAAAJ,"[('2004', '83'), ('2005', '114'), ('2006', '135'), ('2007', '165'), ('2008', '180'), ('2009', '212'), ('2010', '208'), ('2011', '232'), ('2012', '246'), ('2013', '399'), ('2014', '544'), ('2015', '552'), ('2016', '750'), ('2017', '917'), ('2018', '1079'), ('2019', '1226'), ('2020', '1325'), ('2021', '1683'), ('2022', '2004'), ('2023', '1989')]",14320.0,,58.0,133.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EYv2BNQAAAAJ&citpid=2,"['Quantum computing', 'computational complexity']"
236,Ferrari,Elena,2019,Italy,For contributions to security and privacy of data and social network systems,https://awards.acm.org/award-recipients/ferrari_0528703,https://dblp.org/pid/f/ElenaFerrari,https://scholar.google.com/citations?user=kOc4beIAAAAJ,University of Insubria,security privacy trust Iot data management systems,kOc4beIAAAAJ,"[('1997', '36'), ('1998', '67'), ('1999', '93'), ('2000', '117'), ('2001', '158'), ('2002', '249'), ('2003', '374'), ('2004', '521'), ('2005', '621'), ('2006', '647'), ('2007', '664'), ('2008', '708'), ('2009', '712'), ('2010', '721'), ('2011', '663'), ('2012', '635'), ('2013', '681'), ('2014', '795'), ('2015', '679'), ('2016', '673'), ('2017', '563'), ('2018', '627'), ('2019', '510'), ('2020', '575'), ('2021', '547'), ('2022', '552'), ('2023', '296')]",13794.0,,57.0,181.0,/citations/images/avatar_scholar_128.png,"['security', 'privacy', 'trust', 'Iot', 'data management systems']"
239,Vigna,Giovanni,2019,USA,For contributions to improving the security of the Internet and combating cybercrime,https://awards.acm.org/award-recipients/vigna_4457024,https://dblp.org/pid/v/GiovanniVigna,https://scholar.google.com/citations?user=2eM6GocAAAAJ,UC Santa Barbara and VMware,Computer Security Network Security Web Security Binary Analysis Malware,2eM6GocAAAAJ,"[('1998', '117'), ('1999', '222'), ('2000', '283'), ('2001', '378'), ('2002', '492'), ('2003', '529'), ('2004', '642'), ('2005', '764'), ('2006', '845'), ('2007', '1068'), ('2008', '1147'), ('2009', '1199'), ('2010', '1295'), ('2011', '1486'), ('2012', '1558'), ('2013', '1709'), ('2014', '2182'), ('2015', '2116'), ('2016', '2491'), ('2017', '2575'), ('2018', '2881'), ('2019', '2810'), ('2020', '2663'), ('2021', '2690'), ('2022', '2505'), ('2023', '1976')]",39395.0,,99.0,245.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2eM6GocAAAAJ&citpid=2,"['Computer Security', 'Network Security', 'Web Security', 'Binary Analysis', 'Malware']"
240,Pfister,Hanspeter,2019,USA,"For contributions to volume rendering, visualization, computer graphics, and computer vision applications",https://awards.acm.org/award-recipients/pfister_4049490,https://dblp.org/pid/p/HanspeterPfister,https://scholar.google.com/citations?user=VWX-GMAAAAAJ,"An Wang Professor of Computer Science, Harvard University",Visualization Computer Graphics Computer Vision,VWX-GMAAAAAJ,"[('1999', '127'), ('2000', '196'), ('2001', '255'), ('2002', '415'), ('2003', '526'), ('2004', '647'), ('2005', '924'), ('2006', '932'), ('2007', '939'), ('2008', '980'), ('2009', '865'), ('2010', '958'), ('2011', '1133'), ('2012', '1124'), ('2013', '1195'), ('2014', '1301'), ('2015', '1634'), ('2016', '1700'), ('2017', '1978'), ('2018', '2205'), ('2019', '2484'), ('2020', '2782'), ('2021', '3050'), ('2022', '3392'), ('2023', '3400')]",36191.0,,90.0,317.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VWX-GMAAAAAJ&citpid=4,"['Visualization', 'Computer Graphics', 'Computer Vision']"
241,Nieh,Jason,2019,USA,"For contributions to operating systems, virtualization, and computer science education",https://awards.acm.org/award-recipients/nieh_4272597,https://dblp.org/pid/n/JasonNieh,https://scholar.google.com/citations?user=UGrnqBUAAAAJ,Columbia University,Mobile Computing Operating Systems Networking Security,UGrnqBUAAAAJ,"[('1994', '28'), ('1995', '30'), ('1996', '40'), ('1997', '43'), ('1998', '64'), ('1999', '74'), ('2000', '82'), ('2001', '98'), ('2002', '109'), ('2003', '139'), ('2004', '194'), ('2005', '288'), ('2006', '314'), ('2007', '357'), ('2008', '316'), ('2009', '368'), ('2010', '388'), ('2011', '419'), ('2012', '476'), ('2013', '490'), ('2014', '490'), ('2015', '576'), ('2016', '543'), ('2017', '646'), ('2018', '512'), ('2019', '520'), ('2020', '394'), ('2021', '388'), ('2022', '408'), ('2023', '341')]",9345.0,,53.0,111.0,/citations/images/avatar_scholar_128.png,"['Mobile Computing', 'Operating Systems', 'Networking', 'Security']"
242,Rosenschein,Jeffrey S,2019,Israel,"For contributions to multi-agent systems, in particular, the use of game theory in multi-agent systems",https://awards.acm.org/award-recipients/rosenschein_UI64416,https://dblp.org/pid/r/JeffreySRosenschein,https://scholar.google.com/citations?user=TIQlTAEAAAAJ,"Professor of Computer Science, The Hebrew University of Jerusalem",Artificial Intelligence Multiagent Systems,TIQlTAEAAAAJ,"[('1988', '42'), ('1989', '42'), ('1990', '44'), ('1991', '89'), ('1992', '109'), ('1993', '210'), ('1994', '220'), ('1995', '250'), ('1996', '357'), ('1997', '289'), ('1998', '396'), ('1999', '356'), ('2000', '375'), ('2001', '356'), ('2002', '384'), ('2003', '393'), ('2004', '335'), ('2005', '401'), ('2006', '399'), ('2007', '521'), ('2008', '481'), ('2009', '559'), ('2010', '513'), ('2011', '460'), ('2012', '506'), ('2013', '545'), ('2014', '530'), ('2015', '560'), ('2016', '526'), ('2017', '449'), ('2018', '464'), ('2019', '481'), ('2020', '467'), ('2021', '482'), ('2022', '494'), ('2023', '329')]",13674.0,,56.0,138.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TIQlTAEAAAAJ&citpid=4,"['Artificial Intelligence', 'Multiagent Systems']"
244,Bala,Kavita,2019,USA,For contributions to rendering and scene understanding,https://awards.acm.org/award-recipients/bala_4162558,https://dblp.org/pid/b/KavitaBala,https://scholar.google.com/citations?user=Rh16nsIAAAAJ,Cornell University,computer graphics computer vision,Rh16nsIAAAAJ,"[('1999', '42'), ('2000', '28'), ('2001', '33'), ('2002', '50'), ('2003', '65'), ('2004', '104'), ('2005', '131'), ('2006', '132'), ('2007', '174'), ('2008', '260'), ('2009', '289'), ('2010', '362'), ('2011', '396'), ('2012', '381'), ('2013', '379'), ('2014', '349'), ('2015', '506'), ('2016', '595'), ('2017', '844'), ('2018', '989'), ('2019', '1226'), ('2020', '1122'), ('2021', '1115'), ('2022', '1224'), ('2023', '910')]",12205.0,,51.0,97.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Rh16nsIAAAAJ&citpid=5,"['computer graphics', 'computer vision']"
245,Zhou,Lidong,2019,USA,For contributions to trustworthy distributed computing and to systems research and education in China,https://awards.acm.org/award-recipients/zhou_UI17761,https://dblp.org/pid/z/LidongZhou,https://scholar.google.com/citations?user=rillZYsAAAAJ,Microsoft Research,Distributed systems storage reliability and fault tolerance security,rillZYsAAAAJ,"[('2001', '49'), ('2002', '135'), ('2003', '230'), ('2004', '400'), ('2005', '530'), ('2006', '646'), ('2007', '682'), ('2008', '710'), ('2009', '752'), ('2010', '738'), ('2011', '712'), ('2012', '731'), ('2013', '765'), ('2014', '794'), ('2015', '798'), ('2016', '798'), ('2017', '853'), ('2018', '879'), ('2019', '948'), ('2020', '1009'), ('2021', '1040'), ('2022', '1083'), ('2023', '898')]",16462.0,,54.0,109.0,/citations/images/avatar_scholar_128.png,"['Distributed systems', 'storage', 'reliability and fault tolerance', 'security']"
246,Getoor,Lise,2019,USA,"For contributions to machine learning, reasoning under uncertainty, and responsible data science",https://awards.acm.org/award-recipients/getoor_2946767,https://dblp.org/pid/g/LiseGetoor,https://scholar.google.com/citations?user=Y8-xGncAAAAJ,"Professor of Computer Science, University of California, Santa Cruz",Machine Learning Reasoning Under Uncertainty Graph & Network Analysis Information Integration Ethics & Responsible Data Scie,Y8-xGncAAAAJ,"[('2002', '82'), ('2003', '186'), ('2004', '184'), ('2005', '350'), ('2006', '432'), ('2007', '609'), ('2008', '765'), ('2009', '1003'), ('2010', '1155'), ('2011', '1355'), ('2012', '1541'), ('2013', '1499'), ('2014', '1657'), ('2015', '1727'), ('2016', '1837'), ('2017', '1808'), ('2018', '1817'), ('2019', '2040'), ('2020', '2168'), ('2021', '2222'), ('2022', '2273'), ('2023', '1716')]",28897.0,,73.0,226.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Y8-xGncAAAAJ&citpid=3,"['Machine Learning', 'Reasoning Under Uncertainty', 'Graph & Network Analysis', 'Information Integration', 'Ethics & Responsible Data Scie']"
247,Najork,Marc,2019,USA,For contributions to web search and web science,https://awards.acm.org/award-recipients/najork_3678687,https://dblp.org/pid/n/MarcNajork,https://scholar.google.com/citations?user=7HeAnjwAAAAJ,Google,Web Search Information Retrieval Distributed Systems,7HeAnjwAAAAJ,"[('1996', '61'), ('1997', '51'), ('1998', '61'), ('1999', '72'), ('2000', '68'), ('2001', '88'), ('2002', '194'), ('2003', '171'), ('2004', '236'), ('2005', '285'), ('2006', '393'), ('2007', '398'), ('2008', '425'), ('2009', '506'), ('2010', '615'), ('2011', '614'), ('2012', '553'), ('2013', '608'), ('2014', '602'), ('2015', '568'), ('2016', '526'), ('2017', '442'), ('2018', '468'), ('2019', '536'), ('2020', '662'), ('2021', '876'), ('2022', '1026'), ('2023', '784')]",12131.0,,54.0,108.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7HeAnjwAAAAJ&citpid=4,"['Web Search', 'Information Retrieval', 'Distributed Systems']"
